,County,State,Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,No Preference.Number of Votes,No Preference.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Percent of Votes,2014 Population,2010 Population,Population Percent Change,Percent Under 5 Years,Percent Under 18 Years,Percent 65 and Older,Percent Female,Percent White,Percent Black or African American,Percent American Indian and Alaska Native,Percent Asian,Percent Native Hawaiian and Other Pacific Islander,Percent Two or More Races,Percent Hispanic or Latino,"Percent White, not Hispanic or Latino",Veterans,Percent Foreign Born,Percent High School or Higher,Percent Bachelor's Degree or Higher,Housing Units,Percent Housing Units in Multi-Unit Structures,Homeownership Rate,Median Value of Owner-Occupied Units,Building Permits,Households,Persons per Household,Percent Living in Same House +1 Years,Percent Language Other than English at Home,Mean Travel Time to Work,Median Household Income,Per Capita Income,Percent Below Poverty Level,Accommodation and Food Services Sales,Manufacturers Shipments,Merchant Wholesaler Sales,Retail Sales,Retail Sales per Capita,Population per Square Mile,Land Area,Democratic,Republic,Party
300,Greensville,VA,44,Republican,6.3,113,Democrat,11.9,0,Republican,0.0,0,Republican,0.0,371,Republican,53.4,832,Democrat,87.7,0,Republican,0.0,23,Republican,3.3,160,Republican,23.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,91,Republican,13.1,0,0.0,0,0.0,11681,12243,-4.6,5.2,17.5,15.1,38.8,38.8,59.3,0.3,0.6,0.0,1.0,2.1,37.5,1002,1.2,72.7,7.2,4126,3.3,75.8,99600,14,3389,2.48,87.1,3.1,23.5,39697,16380,21.6,141,2486,0,1018,8558,41.5,295.23,945,689,1
301,Lumpkin,GA,409,Republican,6.9,532,Democrat,48.1,0,Republican,0.0,0,Republican,0.0,2453,Republican,41.6,560,Democrat,50.6,0,Republican,0.0,298,Republican,5.1,1027,Republican,17.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1645,Republican,27.9,0,0.0,0,0.0,31176,29966,4.0,5.0,18.9,15.7,50.2,94.7,1.9,0.7,0.7,0.1,1.8,4.9,90.5,2423,3.3,85.0,25.4,13073,8.9,68.2,165900,91,10999,2.62,80.3,4.5,30.0,43775,20908,18.1,333,2077,374,2065,7764,105.9,282.93,1092,5832,0
302,Rock,NE,0,Republican,0.0,7,Democrat,70.0,0,Republican,0.0,0,Republican,0.0,308,Republican,68.1,3,Democrat,30.0,0,Republican,0.0,31,Republican,6.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,74,Republican,16.4,0,0.0,0,0.0,1443,1526,-5.6,4.8,21.0,21.8,49.8,98.1,0.1,0.9,0.5,0.0,0.4,2.1,96.3,124,0.3,91.9,19.1,909,2.9,83.0,65200,2,666,2.08,89.2,0.0,14.1,43500,24501,10.0,3,0,233,0,0,1.5,1008.32,10,413,0
303,Kosciusko,IN,0,Republican,0.0,2120,Democrat,60.7,0,Republican,0.0,0,Republican,0.0,8748,Republican,48.5,1373,Democrat,39.3,0,Republican,0.0,1127,Republican,6.2,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,7698,Republican,42.7,0,0.0,0,0.0,78564,77358,1.6,6.5,24.7,15.0,50.1,96.1,1.1,0.4,1.2,0.1,1.2,8.0,88.6,4941,4.1,85.8,20.3,37557,10.9,77.7,132200,261,29705,2.56,87.6,10.6,20.9,50859,24881,11.9,922,57052,0,7948,10423,145.6,531.38,3493,17573,0
304,Fayette,TN,430,Republican,5.9,362,Democrat,15.2,0,Republican,0.0,0,Republican,0.0,2879,Republican,39.6,2003,Democrat,84.1,0,Republican,0.0,210,Republican,2.9,1121,Republican,15.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2520,Republican,34.7,0,0.0,0,0.0,39011,38413,1.6,5.4,20.9,18.7,50.5,70.6,27.5,0.3,0.6,0.0,0.9,2.5,68.4,2956,2.2,85.7,21.5,16231,5.5,80.8,175100,235,14535,2.62,91.5,3.3,32.7,56618,28201,14.0,125,8897,743,1266,3402,54.5,704.79,2365,7160,0
305,Richmond,GA,1136,Republican,7.5,3578,Democrat,18.0,0,Republican,0.0,0,Republican,0.0,5543,Republican,36.8,16269,Democrat,81.7,0,Republican,0.0,653,Republican,4.3,3265,Republican,21.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4294,Republican,28.5,0,0.0,0,0.0,201368,200549,0.4,7.2,23.7,12.6,51.6,39.5,55.5,0.4,1.8,0.3,2.6,4.6,36.4,20693,3.3,83.7,20.5,87076,25.6,54.5,100900,730,72281,2.66,80.7,5.9,20.0,37749,20526,25.1,3954,52562,9164,25050,12695,618.4,324.33,19847,14891,1
306,Josephine,OR,0,Republican,0.0,5229,Democrat,56.7,0,Republican,0.0,0,Republican,0.0,10325,Republican,75.5,3988,Democrat,43.3,0,Republican,0.0,1330,Republican,9.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2016,Republican,14.7,0,0.0,0,0.0,83599,82713,1.1,4.9,19.6,24.8,51.2,93.5,0.6,1.5,1.0,0.2,3.2,7.0,87.6,10265,2.8,88.4,17.0,38022,12.0,66.2,220900,149,34390,2.37,86.0,4.4,19.4,37733,21791,20.2,1089,4712,0,10243,12694,50.4,1639.67,9217,13671,0
307,Hawaii,HI,0,Republican,0.0,5605,Democrat,77.3,0,Republican,0.0,0,Republican,0.0,955,Republican,47.7,1639,Democrat,22.6,0,Republican,0.0,229,Republican,11.4,232,Republican,11.6,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,562,Republican,28.1,0,0.0,0,0.0,194190,185079,4.9,6.2,22.0,17.5,50.0,34.3,0.9,0.6,22.0,12.7,29.4,12.3,30.6,15729,10.9,91.0,25.6,85163,19.0,65.7,309800,958,64909,2.83,87.0,18.7,25.4,51250,24635,18.3,8747,2901,7322,25660,14816,45.9,4028.42,7244,1978,1
308,Putnam,FL,0,Republican,0.0,2747,Democrat,42.7,0,Republican,0.0,0,Republican,0.0,5119,Republican,57.3,3182,Democrat,49.4,0,Republican,0.0,290,Republican,3.2,1553,Republican,17.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1672,Republican,18.7,0,0.0,0,0.0,72143,74364,-3.0,5.7,21.6,21.1,50.7,80.3,16.6,0.6,0.7,0.1,1.7,9.6,71.7,8293,4.8,77.5,11.4,36662,7.0,76.3,89600,29,28047,2.57,88.2,8.9,28.1,32497,18377,26.4,488,9825,0,6716,9108,102.2,727.62,5929,8634,0
309,Caldwell,KY,0,Republican,0.0,866,Democrat,52.1,0,Republican,0.0,0,Republican,0.0,212,Republican,38.0,570,Democrat,34.3,0,Republican,0.0,63,Republican,11.3,70,Republican,12.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,196,Republican,35.1,0,0.0,0,0.0,12725,12984,-2.0,5.9,22.3,19.3,51.6,92.4,5.5,0.3,0.3,0.1,1.4,1.5,91.1,1002,0.4,84.0,16.8,6274,8.1,72.9,86600,3,5232,2.44,85.7,0.8,22.1,37127,20327,21.4,93,2132,0,1518,11848,37.7,344.79,1436,541,1
310,Pershing,NV,21,Republican,7.2,33,Democrat,49.3,0,Republican,0.0,0,Republican,0.0,118,Republican,40.7,32,Democrat,47.8,0,Republican,0.0,12,Republican,4.1,57,Republican,19.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,82,Republican,28.3,0,0.0,0,0.0,6698,6753,-0.8,4.6,18.5,13.8,36.7,87.4,4.2,4.4,1.2,0.3,2.5,23.3,66.5,725,11.1,78.9,10.5,2416,10.8,66.3,138100,2,2091,2.34,77.6,19.9,22.6,52101,18203,18.0,92,0,0,430,6751,1.1,6036.56,65,290,0
311,Bristol,RI,0,Republican,0.0,1302,Democrat,52.1,0,Republican,0.0,0,Republican,0.0,776,Republican,57.7,1165,Democrat,46.6,0,Republican,0.0,412,Republican,30.6,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,137,Republican,10.2,0,0.0,0,0.0,49060,49875,-1.6,4.0,19.6,18.8,51.8,95.3,1.1,0.2,1.8,0.0,1.6,2.4,93.2,3324,9.0,89.8,43.7,20803,29.3,72.4,341000,30,19174,2.42,87.6,13.1,25.8,71238,38893,6.4,682,4965,2274,2957,5917,2064.0,24.16,2467,1325,1
312,Monroe,WI,0,Republican,0.0,3533,Democrat,60.6,0,Republican,0.0,0,Republican,0.0,3613,Republican,46.3,2270,Democrat,38.9,0,Republican,0.0,989,Republican,12.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2914,Republican,37.4,0,0.0,0,0.0,45379,44673,1.6,6.8,25.3,15.7,49.6,94.8,1.5,1.3,0.8,0.1,1.4,4.0,91.4,5231,2.2,88.2,17.4,19528,17.0,68.2,135300,96,17543,2.52,85.6,8.9,19.9,49774,23456,14.4,714,10557,3061,5022,11657,49.6,900.78,5803,7516,0
313,Lafayette,MS,0,Republican,0.0,1336,Democrat,35.0,0,Republican,0.0,0,Republican,0.0,2521,Republican,36.1,2451,Democrat,64.3,0,Republican,0.0,1261,Republican,18.1,677,Republican,9.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2306,Republican,33.0,0,0.0,0,0.0,52930,47351,11.8,5.4,18.1,11.3,51.2,72.0,23.7,0.3,2.6,0.1,1.2,2.3,70.2,2287,2.9,86.3,37.2,23978,25.6,59.4,163000,471,15743,2.77,71.8,4.6,18.3,43328,21388,25.6,962,0,0,5071,11711,75.0,631.71,3787,6765,0
314,Pondera,MT,0,Republican,0.0,234,Democrat,45.5,0,Republican,0.0,0,Republican,0.0,930,Republican,72.8,256,Democrat,49.8,0,Republican,0.0,77,Republican,6.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,101,Republican,7.9,0,0.0,0,0.0,6219,6153,1.1,6.6,24.5,19.6,51.3,82.3,0.3,14.5,0.3,0.0,2.5,1.8,81.4,477,3.1,87.0,20.5,2641,11.0,69.1,99000,0,2302,2.52,83.3,9.0,17.4,41277,22256,17.5,41,0,461,646,10886,3.8,1622.86,490,1108,0
315,Perry,MO,0,Republican,0.0,437,Democrat,49.4,0,Republican,0.0,0,Republican,0.0,1561,Republican,42.6,436,Democrat,49.3,0,Republican,0.0,291,Republican,7.9,196,Republican,5.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1530,Republican,41.8,0,0.0,0,0.0,19202,18971,1.2,6.0,24.0,16.6,49.9,97.2,0.6,0.5,0.6,0.1,1.0,2.1,95.5,1546,1.8,82.8,14.6,8598,9.8,77.8,123100,34,7511,2.49,88.5,3.5,21.5,47876,23435,12.0,202,7116,973,2635,14060,40.0,474.35,873,3578,0
316,Wabash,IL,0,Republican,0.0,343,Democrat,48.0,0,Republican,0.0,0,Republican,0.0,977,Republican,42.4,356,Democrat,49.9,0,Republican,0.0,285,Republican,12.4,194,Republican,8.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,772,Republican,33.5,0,0.0,0,0.0,11549,11947,-3.3,5.8,22.0,18.9,50.6,96.7,0.9,0.2,0.8,0.0,1.3,1.5,95.5,918,2.7,89.3,16.8,5529,9.0,78.7,80900,1,4785,2.45,91.7,2.5,21.5,47365,24096,12.7,101,0,895,1092,8966,53.5,223.25,699,2228,0
317,Black Hawk,IA,497,Republican,8.4,3647,Democrat,52.9,131,Republican,2.2,104,Republican,1.8,1360,Republican,23.0,3220,Democrat,46.7,178,Republican,3.0,53,Republican,0.9,1551,Republican,26.2,16,Democrat,0.2,72,Republican,1.2,357,Republican,6.0,20,Republican,0.3,1585,Republican,26.8,0,0.0,16,0.2,132897,131090,1.4,6.1,21.5,14.8,51.1,86.2,9.0,0.3,2.0,0.2,2.2,4.2,82.7,9095,4.8,89.5,25.3,56890,24.1,67.8,123600,314,52276,2.4,82.9,7.7,15.8,45747,24273,17.0,1946,58803,12784,19294,15224,231.7,565.77,6883,5908,1
318,Appling,GA,304,Republican,9.8,142,Democrat,21.9,0,Republican,0.0,0,Republican,0.0,1290,Republican,41.5,490,Democrat,75.6,0,Republican,0.0,83,Republican,2.7,462,Republican,14.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,914,Republican,29.4,0,0.0,0,0.0,18540,18236,1.7,6.9,25.4,15.6,49.9,77.8,19.7,0.5,0.8,0.2,1.0,9.3,69.8,1009,5.5,76.8,12.8,8414,5.9,69.6,75600,3,6934,2.59,90.8,10.1,20.9,36786,19643,22.9,158,3471,581,1794,10022,36.0,507.08,632,3053,0
319,White,TN,307,Republican,7.5,401,Democrat,35.3,0,Republican,0.0,0,Republican,0.0,2092,Republican,51.1,688,Democrat,60.6,0,Republican,0.0,95,Republican,2.3,497,Republican,12.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1041,Republican,25.4,0,0.0,0,0.0,26301,25841,1.8,5.9,22.0,19.2,51.2,95.5,2.0,0.5,0.3,0.1,1.6,2.1,93.8,2279,1.0,78.1,11.0,11592,5.9,74.2,98000,6,9729,2.63,87.5,2.1,23.9,34474,18205,19.9,167,5521,288,1954,7828,68.6,376.67,1089,4032,0
320,Marshall,MS,0,Republican,0.0,386,Democrat,10.2,0,Republican,0.0,0,Republican,0.0,1712,Republican,45.7,3361,Democrat,88.7,0,Republican,0.0,131,Republican,3.5,161,Republican,4.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1679,Republican,44.8,0,0.0,0,0.0,36234,37144,-2.4,5.9,22.1,15.0,50.6,50.9,47.6,0.3,0.3,0.0,0.9,3.3,48.1,2207,1.5,73.9,11.2,15038,4.8,79.5,83700,118,13050,2.67,89.5,2.8,30.9,36022,17978,22.2,141,0,434,1663,4559,52.6,706.19,3747,3683,1
321,Cassia,ID,0,Republican,0.0,57,Democrat,61.3,0,Republican,0.0,0,Republican,0.0,1025,Republican,23.0,36,Democrat,38.7,0,Republican,0.0,245,Republican,5.5,819,Republican,18.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2095,Republican,47.0,0,0.0,0,0.0,23540,22952,2.5,8.3,32.3,13.5,49.3,95.3,0.6,1.6,0.7,0.1,1.6,26.6,71.0,1340,9.7,78.0,15.6,8434,8.7,69.0,125900,46,7653,2.96,83.5,19.4,16.3,42039,17801,15.9,334,3712,3358,3189,15216,8.9,2565.08,93,4184,0
322,Hood River,OR,0,Republican,0.0,2527,Democrat,60.7,0,Republican,0.0,0,Republican,0.0,1163,Republican,59.3,1633,Democrat,39.3,0,Republican,0.0,476,Republican,24.3,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,322,Republican,16.4,0,0.0,0,0.0,22885,22346,2.4,6.6,25.0,14.1,49.9,94.1,0.6,1.1,1.5,0.2,2.4,30.9,64.4,1487,16.9,84.1,30.5,9506,15.8,66.1,321700,88,8144,2.62,90.7,28.2,17.0,56725,25181,11.6,556,2457,2243,2936,13872,42.8,521.95,4160,1961,1
323,Ballard,KY,0,Republican,0.0,659,Democrat,52.0,0,Republican,0.0,0,Republican,0.0,94,Republican,29.5,405,Democrat,32.0,0,Republican,0.0,25,Republican,7.8,29,Republican,9.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,164,Republican,51.4,0,0.0,0,0.0,8240,8249,-0.1,5.2,21.9,19.5,50.7,94.3,3.1,0.2,0.3,0.0,2.0,1.3,93.2,739,1.0,84.4,13.1,3882,6.5,81.6,94400,0,3327,2.46,93.3,1.8,20.4,44588,24781,14.4,18,0,0,527,6485,33.4,246.66,1064,312,1
324,King and Queen,VA,55,Republican,6.6,126,Democrat,20.8,0,Republican,0.0,0,Republican,0.0,411,Republican,49.2,477,Democrat,78.7,0,Republican,0.0,37,Republican,4.4,187,Republican,22.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,137,Republican,16.4,0,0.0,0,0.0,7175,6945,3.3,3.9,18.7,20.6,49.7,68.4,26.9,1.8,0.4,0.0,2.4,3.1,65.7,703,1.8,81.5,14.1,3445,2.7,76.2,154200,13,2863,2.45,95.5,4.5,42.5,48372,23868,9.2,0,0,219,161,2357,22.0,315.14,603,827,0
325,Pima,AZ,0,Republican,0.0,40228,Democrat,40.9,0,Republican,0.0,0,Republican,0.0,36804,Republican,43.6,56317,Democrat,57.3,0,Republican,0.0,9854,Republican,11.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,23137,Republican,27.4,0,0.0,0,0.0,1004516,980263,2.5,5.9,21.9,17.7,50.8,85.5,4.1,4.3,3.1,0.2,2.8,36.1,53.3,92409,12.8,87.2,29.8,448843,22.7,62.7,167500,3250,384041,2.5,79.6,28.5,24.0,45841,25269,19.2,21352,103652,30567,119285,11969,106.7,9187.04,96545,69795,1
326,Franklin,NE,0,Republican,0.0,9,Democrat,45.0,0,Republican,0.0,0,Republican,0.0,333,Republican,73.2,11,Democrat,55.0,0,Republican,0.0,30,Republican,6.6,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,64,Republican,14.1,0,0.0,0,0.0,3076,3225,-4.6,4.5,19.2,25.7,50.0,98.1,0.2,0.5,0.1,0.0,1.1,1.9,96.5,367,0.9,91.2,17.5,1726,1.9,82.2,56200,2,1398,2.21,85.8,1.9,16.7,43011,26095,12.9,9,0,511,172,5522,5.6,575.82,20,427,0
327,Pendleton,WV,0,Republican,0.0,484,Democrat,48.6,0,Republican,0.0,0,Republican,0.0,587,Republican,81.2,384,Democrat,38.6,0,Republican,0.0,32,Republican,4.4,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,41,Republican,5.7,0,0.0,0,0.0,7371,7695,-4.2,4.6,17.8,24.6,48.7,95.7,2.4,0.3,0.2,0.1,1.3,1.1,94.8,743,0.2,79.9,13.0,5167,3.6,77.3,90600,18,3274,2.27,92.0,1.2,32.4,34175,21253,18.8,31,0,42,393,5227,11.1,696.05,868,660,1
328,Jackson,OR,0,Republican,0.0,16112,Democrat,56.3,0,Republican,0.0,0,Republican,0.0,18498,Republican,74.6,12483,Democrat,43.7,0,Republican,0.0,3118,Republican,12.6,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,3195,Republican,12.9,0,0.0,0,0.0,210287,203206,3.5,5.7,21.0,20.2,51.4,92.6,0.8,1.5,1.4,0.3,3.3,12.0,82.1,22618,5.7,89.1,24.8,91919,17.2,62.2,225100,747,83140,2.42,81.0,9.4,19.4,44005,24378,17.2,3729,20374,10470,34223,17255,73.0,2783.55,28595,24811,1
329,Greene,MS,0,Republican,0.0,61,Democrat,13.7,0,Republican,0.0,0,Republican,0.0,1088,Republican,50.3,374,Democrat,84.0,0,Republican,0.0,90,Republican,4.2,100,Republican,4.6,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,826,Republican,38.2,0,0.0,0,0.0,14326,14400,-0.5,4.8,20.0,12.9,40.5,71.5,27.2,0.4,0.1,0.0,0.8,1.0,70.6,1153,0.8,75.7,7.8,5123,5.5,87.4,83200,0,4117,2.74,83.4,2.6,37.6,36888,14463,18.2,16,0,275,391,2857,20.2,712.76,435,2104,0
330,Gallatin,MT,0,Republican,0.0,8277,Democrat,57.0,0,Republican,0.0,0,Republican,0.0,8313,Republican,67.0,5951,Democrat,41.0,0,Republican,0.0,1126,Republican,9.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1533,Republican,12.4,0,0.0,0,0.0,97308,89513,8.7,5.8,20.5,11.2,48.6,95.1,0.4,1.0,1.4,0.1,1.9,3.1,92.4,5744,2.7,96.1,46.0,44870,28.2,61.8,261900,1191,36973,2.36,75.2,4.2,16.8,52833,28939,14.1,3257,5126,5088,17917,20524,34.4,2602.69,14228,10972,1
331,Douglas,WA,0,Republican,0.0,63,Democrat,73.3,0,Republican,0.0,0,Republican,0.0,3047,Republican,81.0,23,Democrat,26.7,0,Republican,0.0,256,Republican,6.8,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,325,Republican,8.6,0,0.0,0,0.0,39804,38431,3.6,6.9,26.2,15.9,49.6,93.7,0.8,2.0,1.1,0.2,2.2,30.4,65.8,3107,15.5,80.4,17.3,16226,14.1,71.0,205100,156,13976,2.75,86.9,27.0,19.2,51908,22467,15.8,304,0,1273,4135,11387,21.1,1819.26,86,3628,0
332,Genesee,MI,0,Republican,0.0,28117,Democrat,46.5,0,Republican,0.0,0,Republican,0.0,16756,Republican,41.8,31284,Democrat,51.7,0,Republican,0.0,7730,Republican,19.3,3630,Republican,9.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,9824,Republican,24.5,0,0.0,0,0.0,412895,425790,-3.0,6.0,23.4,15.7,51.8,75.2,20.6,0.6,1.1,0.0,2.5,3.2,72.6,29730,2.3,88.7,18.9,190901,16.8,70.3,91700,343,165669,2.51,85.1,3.4,25.5,42089,22380,21.0,5286,125794,35548,48366,11142,668.5,636.98,59401,37940,1
333,Clay,IN,0,Republican,0.0,1049,Democrat,53.0,0,Republican,0.0,0,Republican,0.0,3615,Republican,62.8,931,Democrat,47.0,0,Republican,0.0,212,Republican,3.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1788,Republican,31.1,0,0.0,0,0.0,26562,26890,-1.2,6.1,23.1,16.6,50.8,97.7,0.6,0.3,0.4,0.0,1.0,1.3,96.5,1990,0.5,86.6,14.0,11694,7.1,76.2,91300,14,10230,2.59,87.9,1.5,27.0,46430,21474,15.8,184,0,0,3123,11737,75.2,357.54,1980,5615,0
334,Hardin,OH,0,Republican,0.0,669,Democrat,45.7,0,Republican,0.0,0,Republican,0.0,1953,Republican,36.4,771,Democrat,52.6,0,Republican,0.0,2265,Republican,42.2,107,Republican,2.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,917,Republican,17.1,0,0.0,0,0.0,31796,32058,-0.8,5.9,23.3,14.7,50.5,96.6,1.0,0.2,0.7,0.1,1.4,1.5,95.3,2290,1.5,86.8,13.4,13103,15.4,70.1,95600,17,11504,2.57,84.3,4.9,22.9,40415,19626,18.1,294,5605,1127,1930,6075,68.1,470.41,1440,5242,0
335,Texas,OK,301,Republican,11.4,393,Democrat,46.7,0,Republican,0.0,0,Republican,0.0,777,Republican,29.5,267,Democrat,31.7,0,Republican,0.0,57,Republican,2.2,400,Republican,15.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1036,Republican,39.4,0,0.0,0,0.0,21853,20640,5.9,8.1,27.6,10.5,46.8,89.2,3.6,1.9,3.2,0.4,1.8,45.9,46.7,835,22.4,71.0,18.8,8174,8.3,64.6,89000,9,7180,2.87,80.4,38.1,15.5,49901,22064,12.8,244,0,0,1826,9063,10.1,2041.26,660,2571,0
336,Jay,IN,0,Republican,0.0,704,Democrat,50.4,0,Republican,0.0,0,Republican,0.0,2194,Republican,53.7,692,Democrat,49.6,0,Republican,0.0,289,Republican,7.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1475,Republican,36.1,0,0.0,0,0.0,21179,21253,-0.3,7.0,26.1,16.5,50.7,98.1,0.4,0.2,0.5,0.0,0.9,3.0,95.3,1392,1.1,84.1,10.0,9194,9.3,76.0,79300,21,8179,2.57,89.7,4.6,20.6,40235,19236,14.7,0,8351,4136,1395,6543,55.4,383.91,1396,3958,0
337,Okeechobee,FL,0,Republican,0.0,784,Democrat,37.6,0,Republican,0.0,0,Republican,0.0,2202,Republican,58.5,1150,Democrat,55.2,0,Republican,0.0,149,Republican,4.0,731,Republican,19.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,574,Republican,15.3,0,0.0,0,0.0,39149,39996,-2.1,6.2,22.7,17.9,46.2,87.4,8.8,1.4,1.0,0.1,1.3,25.3,63.6,3063,12.1,67.8,10.2,18223,5.3,73.9,105300,17,12999,2.86,88.7,24.3,25.3,34570,17787,26.9,469,0,852,4305,10758,52.0,768.91,1934,3656,0
338,Sumter,GA,235,Republican,7.8,404,Democrat,17.0,0,Republican,0.0,0,Republican,0.0,1381,Republican,45.9,1960,Democrat,82.4,0,Republican,0.0,115,Republican,3.8,548,Republican,18.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,690,Republican,22.9,0,0.0,0,0.0,31232,32819,-4.8,6.5,24.0,14.8,52.6,44.0,52.8,0.6,1.4,0.2,1.0,5.3,40.0,1955,3.4,76.2,18.5,13849,21.4,58.2,90300,11,11493,2.63,83.8,7.2,19.9,33796,17879,32.3,337,4119,2389,3261,10016,68.0,482.7,2364,2969,0
339,McCreary,KY,0,Republican,0.0,203,Democrat,50.4,0,Republican,0.0,0,Republican,0.0,725,Republican,54.0,169,Democrat,41.9,0,Republican,0.0,111,Republican,8.3,132,Republican,9.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,345,Republican,25.7,0,0.0,0,0.0,17863,18306,-2.4,6.3,22.2,14.0,45.6,91.7,5.8,0.8,0.2,0.1,1.5,2.4,89.9,1076,0.8,69.8,7.3,7431,6.1,67.9,65000,0,6312,2.57,84.2,3.1,27.0,20972,11818,30.3,70,0,13,824,4639,42.9,426.8,372,1313,0
340,Moody,SD,0,Republican,0.0,207,Democrat,44.1,0,Republican,0.0,0,Republican,0.0,196,Republican,61.3,262,Democrat,55.9,0,Republican,0.0,52,Republican,16.3,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,72,Republican,22.5,0,0.0,0,0.0,6367,6486,-1.8,7.5,25.5,17.1,49.7,81.5,0.9,13.4,1.3,0.0,2.9,3.7,78.8,548,2.6,90.5,24.1,2837,11.3,70.7,101000,13,2686,2.34,85.2,8.1,19.8,51791,27682,11.9,0,0,165,382,5878,12.5,519.39,469,320,1
